Date,Company,ISIN,Rf (%)
2022-04-29,AIA Group Ltd,HK0000069689,0.84
2022-04-29,JD.Com Inc,KYG8208B1014,0.84
2022-04-29,NetEase Inc,KYG6427A1022,0.84
2022-04-29,Hong Kong Exchanges and Clearing Ltd,HK0388045442,0.84
2022-04-29,Nongfu Spring Co Ltd,CNE100004272,0.84
2022-04-29,China Unicom Hong Kong Ltd,HK0000049939,0.84
2022-04-29,BOC Hong Kong Holdings Ltd,HK2388011192,0.84
2022-04-29,CITIC Ltd,HK0267001375,0.84
2022-04-29,ANTA Sports Products Ltd,KYG040111059,0.84
2022-04-29,Sun Hung Kai Properties Ltd,HK0016000132,0.84
2022-04-29,Hang Seng Bank Ltd,HK0011000095,0.84
2022-04-29,Techtronic Industries Co Ltd,HK0669013440,0.84
2022-04-29,China Resources Land Ltd,KYG2108Y1052,0.84
2022-04-29,Geely Automobile Holdings Ltd,KYG3777B1032,0.84
2022-04-29,CLP Holdings Ltd,HK0002007356,0.84
2022-04-29,Lenovo Group Ltd,HK0992009065,0.84
2022-04-29,MTR Corp Ltd,HK0066009694,0.84
2022-04-29,China Overseas Land & Investment Ltd,HK0688002218,0.84
2022-04-29,CK Hutchison Holdings Ltd,KYG217651051,0.84
2022-04-29,Sands China Ltd,KYG7800X1079,0.84
2022-04-29,Galaxy Entertainment Group Ltd,HK0027032686,0.84
2022-04-29,CK Infrastructure Holdings Ltd,BMG2178K1009,0.84
2022-04-29,CK Asset Holdings Ltd,KYG2177B1014,0.84
2022-04-29,Hong Kong and China Gas Co Ltd,HK0003000038,0.84
2022-04-29,Power Assets Holdings Ltd,HK0006000050,0.84
2022-04-29,Budweiser Brewing Company APAC Ltd,KYG1674K1013,0.84
2022-04-29,Henderson Land Development Co Ltd,HK0012000102,0.84
2022-04-29,Sunny Optical Technology Group Co Ltd,KYG8586D1097,0.84
2022-04-29,WuXi Biologics (Cayman) Inc,KYG970081173,0.84
2022-04-29,Alibaba Health Information Technology Ltd,BMG0171K1018,0.84
2022-04-29,Link Real Estate Investment Trust,HK0823032773,0.84
2022-04-29,Shenzhou International Group Holdings Ltd,KYG8087W1015,0.84
2022-04-29,Haidilao International Holding Ltd,KYG4290A1013,0.84
2022-04-29,China Resources Beer Holdings Co Ltd,HK0291001490,0.84
2022-04-29,WH Group Ltd,KYG960071028,0.84
2022-04-29,Longfor Group Holdings Ltd,KYG5635P1090,0.84
2022-04-29,China Mengniu Dairy Co Ltd,KYG210961051,0.84
2022-04-29,Sino Biopharmaceutical Ltd,KYG8167W1380,0.84
2022-04-29,Wharf Real Estate Investment Company Ltd,KYG9593A1040,0.84
2022-04-29,ENN Energy Holdings Ltd,KYG3066L1014,0.84
2022-04-29,CSPC Pharmaceutical Group Ltd,HK1093012172,0.84
2022-04-29,Li Ning Co Ltd,KYG5496K1242,0.84
2022-04-29,Xinyi Glass Holdings Ltd,KYG9828G1082,0.84
2022-04-29,Hang Lung Properties Ltd,HK0101000591,0.84
2022-04-29,Xinyi Solar Holdings Ltd,KYG9829N1025,0.84
2022-04-29,Hengan International Group Company Ltd,KYG4402L1510,0.84
2022-04-29,New World Dev,HK0000608585,0.84
2022-04-29,Country Garde,KYG2453A1085,0.84
2022-04-29,CountryGarden,KYG245241032,0.84
2022-04-29,AAC Tech Hldg,KYG2953R1149,0.84
2022-05-31,Tencent Holdings Ltd,KYG875721634,1.15
2022-05-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,1.15
2022-05-31,Alibaba Group Holding Ltd,KYG017191142,1.15
2022-05-31,China Mobile Ltd,HK0941009539,1.15
2022-05-31,Bank of China Ltd,CNE1000001Z5,1.15
2022-05-31,China Construction Bank Corp,CNE1000002H1,1.15
2022-05-31,HSBC Holdings PLC,GB0005405286,1.15
2022-05-31,PetroChina Co Ltd,CNE1000003W8,1.15
2022-05-31,Xiaomi Corp,KYG9830T1067,1.15
2022-05-31,BYD Co Ltd,CNE100000296,1.15
2022-05-31,China Merchants Bank Co Ltd,CNE1000002M1,1.15
2022-05-31,China Life Insurance Co Ltd,CNE1000002L3,1.15
2022-05-31,Meituan,KYG596691041,1.15
2022-05-31,Ping An Insurance Group Co of China Ltd,CNE1000003X6,1.15
2022-05-31,CNOOC Ltd,HK0883013259,1.15
2022-05-31,China Petroleum & Chemical Corp,CNE1000002Q2,1.15
2022-05-31,AIA Group Ltd,HK0000069689,1.15
2022-05-31,JD.Com Inc,KYG8208B1014,1.15
2022-05-31,NetEase Inc,KYG6427A1022,1.15
2022-05-31,Hong Kong Exchanges and Clearing Ltd,HK0388045442,1.15
2022-05-31,Nongfu Spring Co Ltd,CNE100004272,1.15
2022-05-31,China Unicom Hong Kong Ltd,HK0000049939,1.15
2022-05-31,BOC Hong Kong Holdings Ltd,HK2388011192,1.15
2022-05-31,CITIC Ltd,HK0267001375,1.15
2022-05-31,ANTA Sports Products Ltd,KYG040111059,1.15
2022-05-31,Sun Hung Kai Properties Ltd,HK0016000132,1.15
2022-05-31,Hang Seng Bank Ltd,HK0011000095,1.15
2022-05-31,Techtronic Industries Co Ltd,HK0669013440,1.15
2022-05-31,China Resources Land Ltd,KYG2108Y1052,1.15
2022-05-31,Geely Automobile Holdings Ltd,KYG3777B1032,1.15
2022-05-31,CLP Holdings Ltd,HK0002007356,1.15
2022-05-31,Lenovo Group Ltd,HK0992009065,1.15
2022-05-31,MTR Corp Ltd,HK0066009694,1.15
2022-05-31,China Overseas Land & Investment Ltd,HK0688002218,1.15
2022-05-31,CK Hutchison Holdings Ltd,KYG217651051,1.15
2022-05-31,Sands China Ltd,KYG7800X1079,1.15
2022-05-31,Galaxy Entertainment Group Ltd,HK0027032686,1.15
2022-05-31,CK Infrastructure Holdings Ltd,BMG2178K1009,1.15
2022-05-31,CK Asset Holdings Ltd,KYG2177B1014,1.15
2022-05-31,Hong Kong and China Gas Co Ltd,HK0003000038,1.15
2022-05-31,Power Assets Holdings Ltd,HK0006000050,1.15
2022-05-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,1.15
2022-05-31,Henderson Land Development Co Ltd,HK0012000102,1.15
2022-05-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,1.15
2022-05-31,WuXi Biologics (Cayman) Inc,KYG970081173,1.15
2022-05-31,Alibaba Health Information Technology Ltd,BMG0171K1018,1.15
2022-05-31,Link Real Estate Investment Trust,HK0823032773,1.15
2022-05-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,1.15
2022-05-31,Haidilao International Holding Ltd,KYG4290A1013,1.15
2022-05-31,China Resources Beer Holdings Co Ltd,HK0291001490,1.15
2022-05-31,WH Group Ltd,KYG960071028,1.15
2022-05-31,Longfor Group Holdings Ltd,KYG5635P1090,1.15
2022-05-31,China Mengniu Dairy Co Ltd,KYG210961051,1.15
2022-05-31,Sino Biopharmaceutical Ltd,KYG8167W1380,1.15
2022-05-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,1.15
2022-05-31,ENN Energy Holdings Ltd,KYG3066L1014,1.15
2022-05-31,CSPC Pharmaceutical Group Ltd,HK1093012172,1.15
2022-05-31,Li Ning Co Ltd,KYG5496K1242,1.15
2022-05-31,Xinyi Glass Holdings Ltd,KYG9828G1082,1.15
2022-05-31,Hang Lung Properties Ltd,HK0101000591,1.15
2022-05-31,Xinyi Solar Holdings Ltd,KYG9829N1025,1.15
2022-05-31,Hengan International Group Company Ltd,KYG4402L1510,1.15
2022-05-31,New World Dev,HK0000608585,1.15
2022-05-31,Country Garde,KYG2453A1085,1.15
2022-05-31,CountryGarden,KYG245241032,1.15
2022-05-31,AAC Tech Hldg,KYG2953R1149,1.15
2022-06-30,Tencent Holdings Ltd,KYG875721634,1.69
2022-06-30,Industrial and Commercial Bank of China Ltd,CNE1000003G1,1.69
2022-06-30,Alibaba Group Holding Ltd,KYG017191142,1.69
2022-06-30,China Mobile Ltd,HK0941009539,1.69
2022-06-30,Bank of China Ltd,CNE1000001Z5,1.69
2022-06-30,China Construction Bank Corp,CNE1000002H1,1.69
2022-06-30,HSBC Holdings PLC,GB0005405286,1.69
2022-06-30,PetroChina Co Ltd,CNE1000003W8,1.69
2022-06-30,Xiaomi Corp,KYG9830T1067,1.69
2022-06-30,BYD Co Ltd,CNE100000296,1.69
2022-06-30,China Merchants Bank Co Ltd,CNE1000002M1,1.69
2022-06-30,China Life Insurance Co Ltd,CNE1000002L3,1.69
2022-06-30,Meituan,KYG596691041,1.69
2022-06-30,Ping An Insurance Group Co of China Ltd,CNE1000003X6,1.69
2022-06-30,CNOOC Ltd,HK0883013259,1.69
2022-06-30,China Petroleum & Chemical Corp,CNE1000002Q2,1.69
2022-06-30,AIA Group Ltd,HK0000069689,1.69
2022-06-30,Semiconductor Manufacturing International Corp,KYG8020E1199,1.69
2022-06-30,JD.Com Inc,KYG8208B1014,1.69
2022-06-30,NetEase Inc,KYG6427A1022,1.69
2022-06-30,Hong Kong Exchanges and Clearing Ltd,HK0388045442,1.69
2022-06-30,Nongfu Spring Co Ltd,CNE100004272,1.69
2022-06-30,China Unicom Hong Kong Ltd,HK0000049939,1.69
2022-06-30,BOC Hong Kong Holdings Ltd,HK2388011192,1.69
2022-06-30,CITIC Ltd,HK0267001375,1.69
2022-06-30,ANTA Sports Products Ltd,KYG040111059,1.69
2022-06-30,Sun Hung Kai Properties Ltd,HK0016000132,1.69
2022-06-30,Hang Seng Bank Ltd,HK0011000095,1.69
2022-06-30,Techtronic Industries Co Ltd,HK0669013440,1.69
2022-06-30,China Resources Land Ltd,KYG2108Y1052,1.69
2022-06-30,Geely Automobile Holdings Ltd,KYG3777B1032,1.69
2022-06-30,CLP Holdings Ltd,HK0002007356,1.69
2022-06-30,Lenovo Group Ltd,HK0992009065,1.69
2022-06-30,MTR Corp Ltd,HK0066009694,1.69
2022-06-30,China Overseas Land & Investment Ltd,HK0688002218,1.69
2022-06-30,CK Hutchison Holdings Ltd,KYG217651051,1.69
2022-06-30,Sands China Ltd,KYG7800X1079,1.69
2022-06-30,Galaxy Entertainment Group Ltd,HK0027032686,1.69
2022-06-30,CK Infrastructure Holdings Ltd,BMG2178K1009,1.69
2022-06-30,CK Asset Holdings Ltd,KYG2177B1014,1.69
2022-06-30,China Hongqiao Group Ltd,KYG211501005,1.69
2022-06-30,Hong Kong and China Gas Co Ltd,HK0003000038,1.69
2022-06-30,Power Assets Holdings Ltd,HK0006000050,1.69
2022-06-30,Budweiser Brewing Company APAC Ltd,KYG1674K1013,1.69
2022-06-30,Henderson Land Development Co Ltd,HK0012000102,1.69
2022-06-30,Sunny Optical Technology Group Co Ltd,KYG8586D1097,1.69
2022-06-30,WuXi Biologics (Cayman) Inc,KYG970081173,1.69
2022-06-30,Alibaba Health Information Technology Ltd,BMG0171K1018,1.69
2022-06-30,Link Real Estate Investment Trust,HK0823032773,1.69
2022-06-30,Shenzhou International Group Holdings Ltd,KYG8087W1015,1.69
2022-06-30,Haidilao International Holding Ltd,KYG4290A1013,1.69
2022-06-30,China Resources Beer Holdings Co Ltd,HK0291001490,1.69
2022-06-30,WH Group Ltd,KYG960071028,1.69
2022-06-30,Longfor Group Holdings Ltd,KYG5635P1090,1.69
2022-06-30,Orient Overseas (International) Ltd,BMG677491539,1.69
2022-06-30,China Mengniu Dairy Co Ltd,KYG210961051,1.69
2022-06-30,Sino Biopharmaceutical Ltd,KYG8167W1380,1.69
2022-06-30,Wharf Real Estate Investment Company Ltd,KYG9593A1040,1.69
2022-06-30,ENN Energy Holdings Ltd,KYG3066L1014,1.69
2022-06-30,CSPC Pharmaceutical Group Ltd,HK1093012172,1.69
2022-06-30,Li Ning Co Ltd,KYG5496K1242,1.69
2022-06-30,Xinyi Glass Holdings Ltd,KYG9828G1082,1.69
2022-06-30,Hang Lung Properties Ltd,HK0101000591,1.69
2022-06-30,Xinyi Solar Holdings Ltd,KYG9829N1025,1.69
2022-06-30,Zhongsheng Group Holdings Ltd,KYG9894K1085,1.69
2022-06-30,Hengan International Group Company Ltd,KYG4402L1510,1.69
2022-06-30,New World Dev,HK0000608585,1.69
2022-06-30,Country Garde,KYG2453A1085,1.69
2022-06-30,CountryGarden,KYG245241032,1.69
2022-07-29,Tencent Holdings Ltd,KYG875721634,2.39
2022-07-29,Industrial and Commercial Bank of China Ltd,CNE1000003G1,2.39
2022-07-29,Alibaba Group Holding Ltd,KYG017191142,2.39
2022-07-29,China Mobile Ltd,HK0941009539,2.39
2022-07-29,Bank of China Ltd,CNE1000001Z5,2.39
2022-07-29,China Construction Bank Corp,CNE1000002H1,2.39
2022-07-29,HSBC Holdings PLC,GB0005405286,2.39
2022-07-29,PetroChina Co Ltd,CNE1000003W8,2.39
2022-07-29,Xiaomi Corp,KYG9830T1067,2.39
2022-07-29,BYD Co Ltd,CNE100000296,2.39
2022-07-29,China Merchants Bank Co Ltd,CNE1000002M1,2.39
2022-07-29,China Life Insurance Co Ltd,CNE1000002L3,2.39
2022-07-29,Meituan,KYG596691041,2.39
2022-07-29,Ping An Insurance Group Co of China Ltd,CNE1000003X6,2.39
2022-07-29,CNOOC Ltd,HK0883013259,2.39
2022-07-29,China Petroleum & Chemical Corp,CNE1000002Q2,2.39
2022-07-29,AIA Group Ltd,HK0000069689,2.39
2022-07-29,Semiconductor Manufacturing International Corp,KYG8020E1199,2.39
2022-07-29,JD.Com Inc,KYG8208B1014,2.39
2022-07-29,NetEase Inc,KYG6427A1022,2.39
2022-07-29,Hong Kong Exchanges and Clearing Ltd,HK0388045442,2.39
2022-07-29,Nongfu Spring Co Ltd,CNE100004272,2.39
2022-07-29,China Unicom Hong Kong Ltd,HK0000049939,2.39
2022-07-29,BOC Hong Kong Holdings Ltd,HK2388011192,2.39
2022-07-29,CITIC Ltd,HK0267001375,2.39
2022-07-29,ANTA Sports Products Ltd,KYG040111059,2.39
2022-07-29,Sun Hung Kai Properties Ltd,HK0016000132,2.39
2022-07-29,Hang Seng Bank Ltd,HK0011000095,2.39
2022-07-29,Techtronic Industries Co Ltd,HK0669013440,2.39
2022-07-29,China Resources Land Ltd,KYG2108Y1052,2.39
2022-07-29,Geely Automobile Holdings Ltd,KYG3777B1032,2.39
2022-07-29,CLP Holdings Ltd,HK0002007356,2.39
2022-07-29,Lenovo Group Ltd,HK0992009065,2.39
2022-07-29,MTR Corp Ltd,HK0066009694,2.39
2022-07-29,China Overseas Land & Investment Ltd,HK0688002218,2.39
2022-07-29,CK Hutchison Holdings Ltd,KYG217651051,2.39
2022-07-29,Sands China Ltd,KYG7800X1079,2.39
2022-07-29,Galaxy Entertainment Group Ltd,HK0027032686,2.39
2022-07-29,CK Infrastructure Holdings Ltd,BMG2178K1009,2.39
2022-07-29,CK Asset Holdings Ltd,KYG2177B1014,2.39
2022-07-29,China Hongqiao Group Ltd,KYG211501005,2.39
2022-07-29,Hong Kong and China Gas Co Ltd,HK0003000038,2.39
2022-07-29,Power Assets Holdings Ltd,HK0006000050,2.39
2022-07-29,Budweiser Brewing Company APAC Ltd,KYG1674K1013,2.39
2022-07-29,Henderson Land Development Co Ltd,HK0012000102,2.39
2022-07-29,Sunny Optical Technology Group Co Ltd,KYG8586D1097,2.39
2022-07-29,WuXi Biologics (Cayman) Inc,KYG970081173,2.39
2022-07-29,Alibaba Health Information Technology Ltd,BMG0171K1018,2.39
2022-07-29,Link Real Estate Investment Trust,HK0823032773,2.39
2022-07-29,Shenzhou International Group Holdings Ltd,KYG8087W1015,2.39
2022-07-29,Haidilao International Holding Ltd,KYG4290A1013,2.39
2022-07-29,China Resources Beer Holdings Co Ltd,HK0291001490,2.39
2022-07-29,WH Group Ltd,KYG960071028,2.39
2022-07-29,Longfor Group Holdings Ltd,KYG5635P1090,2.39
2022-07-29,Orient Overseas (International) Ltd,BMG677491539,2.39
2022-07-29,China Mengniu Dairy Co Ltd,KYG210961051,2.39
2022-07-29,Sino Biopharmaceutical Ltd,KYG8167W1380,2.39
2022-07-29,Wharf Real Estate Investment Company Ltd,KYG9593A1040,2.39
2022-07-29,ENN Energy Holdings Ltd,KYG3066L1014,2.39
2022-07-29,CSPC Pharmaceutical Group Ltd,HK1093012172,2.39
2022-07-29,Li Ning Co Ltd,KYG5496K1242,2.39
2022-07-29,Xinyi Glass Holdings Ltd,KYG9828G1082,2.39
2022-07-29,Hang Lung Properties Ltd,HK0101000591,2.39
2022-07-29,Xinyi Solar Holdings Ltd,KYG9829N1025,2.39
2022-07-29,Zhongsheng Group Holdings Ltd,KYG9894K1085,2.39
2022-07-29,Hengan International Group Company Ltd,KYG4402L1510,2.39
2022-07-29,New World Dev,HK0000608585,2.39
2022-07-29,Country Garde,KYG2453A1085,2.39
2022-07-29,CountryGarden,KYG245241032,2.39
2022-08-31,Tencent Holdings Ltd,KYG875721634,2.93
2022-08-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,2.93
2022-08-31,Alibaba Group Holding Ltd,KYG017191142,2.93
2022-08-31,China Mobile Ltd,HK0941009539,2.93
2022-08-31,Bank of China Ltd,CNE1000001Z5,2.93
2022-08-31,China Construction Bank Corp,CNE1000002H1,2.93
2022-08-31,HSBC Holdings PLC,GB0005405286,2.93
2022-08-31,PetroChina Co Ltd,CNE1000003W8,2.93
2022-08-31,Xiaomi Corp,KYG9830T1067,2.93
2022-08-31,BYD Co Ltd,CNE100000296,2.93
2022-08-31,China Merchants Bank Co Ltd,CNE1000002M1,2.93
2022-08-31,China Life Insurance Co Ltd,CNE1000002L3,2.93
2022-08-31,Meituan,KYG596691041,2.93
2022-08-31,Ping An Insurance Group Co of China Ltd,CNE1000003X6,2.93
2022-08-31,CNOOC Ltd,HK0883013259,2.93
2022-08-31,China Petroleum & Chemical Corp,CNE1000002Q2,2.93
2022-08-31,AIA Group Ltd,HK0000069689,2.93
2022-08-31,Semiconductor Manufacturing International Corp,KYG8020E1199,2.93
2022-08-31,JD.Com Inc,KYG8208B1014,2.93
2022-08-31,NetEase Inc,KYG6427A1022,2.93
2022-08-31,Hong Kong Exchanges and Clearing Ltd,HK0388045442,2.93
2022-08-31,Nongfu Spring Co Ltd,CNE100004272,2.93
2022-08-31,China Unicom Hong Kong Ltd,HK0000049939,2.93
2022-08-31,BOC Hong Kong Holdings Ltd,HK2388011192,2.93
2022-08-31,CITIC Ltd,HK0267001375,2.93
2022-08-31,ANTA Sports Products Ltd,KYG040111059,2.93
2022-08-31,Sun Hung Kai Properties Ltd,HK0016000132,2.93
2022-08-31,Hang Seng Bank Ltd,HK0011000095,2.93
2022-08-31,Techtronic Industries Co Ltd,HK0669013440,2.93
2022-08-31,China Resources Land Ltd,KYG2108Y1052,2.93
2022-08-31,Geely Automobile Holdings Ltd,KYG3777B1032,2.93
2022-08-31,CLP Holdings Ltd,HK0002007356,2.93
2022-08-31,Lenovo Group Ltd,HK0992009065,2.93
2022-08-31,MTR Corp Ltd,HK0066009694,2.93
2022-08-31,China Overseas Land & Investment Ltd,HK0688002218,2.93
2022-08-31,CK Hutchison Holdings Ltd,KYG217651051,2.93
2022-08-31,Sands China Ltd,KYG7800X1079,2.93
2022-08-31,Galaxy Entertainment Group Ltd,HK0027032686,2.93
2022-08-31,CK Infrastructure Holdings Ltd,BMG2178K1009,2.93
2022-08-31,CK Asset Holdings Ltd,KYG2177B1014,2.93
2022-08-31,China Hongqiao Group Ltd,KYG211501005,2.93
2022-08-31,Hong Kong and China Gas Co Ltd,HK0003000038,2.93
2022-08-31,Power Assets Holdings Ltd,HK0006000050,2.93
2022-08-31,Budweiser Brewing Company APAC Ltd,KYG1674K1013,2.93
2022-08-31,Henderson Land Development Co Ltd,HK0012000102,2.93
2022-08-31,Sunny Optical Technology Group Co Ltd,KYG8586D1097,2.93
2022-08-31,WuXi Biologics (Cayman) Inc,KYG970081173,2.93
2022-08-31,Alibaba Health Information Technology Ltd,BMG0171K1018,2.93
2022-08-31,Link Real Estate Investment Trust,HK0823032773,2.93
2022-08-31,Shenzhou International Group Holdings Ltd,KYG8087W1015,2.93
2022-08-31,Haidilao International Holding Ltd,KYG4290A1013,2.93
2022-08-31,China Resources Beer Holdings Co Ltd,HK0291001490,2.93
2022-08-31,WH Group Ltd,KYG960071028,2.93
2022-08-31,Longfor Group Holdings Ltd,KYG5635P1090,2.93
2022-08-31,Orient Overseas (International) Ltd,BMG677491539,2.93
2022-08-31,China Mengniu Dairy Co Ltd,KYG210961051,2.93
2022-08-31,Sino Biopharmaceutical Ltd,KYG8167W1380,2.93
2022-08-31,Wharf Real Estate Investment Company Ltd,KYG9593A1040,2.93
2022-08-31,ENN Energy Holdings Ltd,KYG3066L1014,2.93
2022-08-31,CSPC Pharmaceutical Group Ltd,HK1093012172,2.93
2022-08-31,Li Ning Co Ltd,KYG5496K1242,2.93
2022-08-31,Xinyi Glass Holdings Ltd,KYG9828G1082,2.93
2022-08-31,Hang Lung Properties Ltd,HK0101000591,2.93
2022-08-31,Xinyi Solar Holdings Ltd,KYG9829N1025,2.93
2022-08-31,Zhongsheng Group Holdings Ltd,KYG9894K1085,2.93
2022-08-31,Hengan International Group Company Ltd,KYG4402L1510,2.93
2022-08-31,New World Dev,HK0000608585,2.93
2022-08-31,Country Garde,KYG2453A1085,2.93
2022-08-31,CountryGarden,KYG245241032,2.93
2022-09-30,Tencent Holdings Ltd,KYG875721634,3.29
2022-09-30,Industrial and Commercial Bank of China Ltd,CNE1000003G1,3.29
2022-09-30,Alibaba Group Holding Ltd,KYG017191142,3.29
2022-09-30,China Mobile Ltd,HK0941009539,3.29
2022-09-30,Bank of China Ltd,CNE1000001Z5,3.29
2022-09-30,China Construction Bank Corp,CNE1000002H1,3.29
2022-09-30,HSBC Holdings PLC,GB0005405286,3.29
2022-09-30,PetroChina Co Ltd,CNE1000003W8,3.29
2022-09-30,Xiaomi Corp,KYG9830T1067,3.29
2022-09-30,BYD Co Ltd,CNE100000296,3.29
2022-09-30,China Merchants Bank Co Ltd,CNE1000002M1,3.29
2022-09-30,China Life Insurance Co Ltd,CNE1000002L3,3.29
2022-09-30,Meituan,KYG596691041,3.29
2022-09-30,Ping An Insurance Group Co of China Ltd,CNE1000003X6,3.29
2022-09-30,CNOOC Ltd,HK0883013259,3.29
2022-09-30,China Shenhua Energy Co Ltd,CNE1000002R0,3.29
2022-09-30,China Petroleum & Chemical Corp,CNE1000002Q2,3.29
2022-09-30,AIA Group Ltd,HK0000069689,3.29
2022-09-30,Semiconductor Manufacturing International Corp,KYG8020E1199,3.29
2022-09-30,JD.Com Inc,KYG8208B1014,3.29
2022-09-30,NetEase Inc,KYG6427A1022,3.29
2022-09-30,Hong Kong Exchanges and Clearing Ltd,HK0388045442,3.29
2022-09-30,Nongfu Spring Co Ltd,CNE100004272,3.29
2022-09-30,China Unicom Hong Kong Ltd,HK0000049939,3.29
2022-09-30,BOC Hong Kong Holdings Ltd,HK2388011192,3.29
2022-09-30,CITIC Ltd,HK0267001375,3.29
2022-09-30,ANTA Sports Products Ltd,KYG040111059,3.29
2022-09-30,Baidu Inc,KYG070341048,3.29
2022-09-30,Sun Hung Kai Properties Ltd,HK0016000132,3.29
2022-09-30,Hang Seng Bank Ltd,HK0011000095,3.29
2022-09-30,Techtronic Industries Co Ltd,HK0669013440,3.29
2022-09-30,China Resources Land Ltd,KYG2108Y1052,3.29
2022-09-30,Geely Automobile Holdings Ltd,KYG3777B1032,3.29
2022-09-30,CLP Holdings Ltd,HK0002007356,3.29
2022-09-30,Lenovo Group Ltd,HK0992009065,3.29
2022-09-30,MTR Corp Ltd,HK0066009694,3.29
2022-09-30,China Overseas Land & Investment Ltd,HK0688002218,3.29
2022-09-30,CK Hutchison Holdings Ltd,KYG217651051,3.29
2022-09-30,Sands China Ltd,KYG7800X1079,3.29
2022-09-30,Galaxy Entertainment Group Ltd,HK0027032686,3.29
2022-09-30,CK Infrastructure Holdings Ltd,BMG2178K1009,3.29
2022-09-30,CK Asset Holdings Ltd,KYG2177B1014,3.29
2022-09-30,China Hongqiao Group Ltd,KYG211501005,3.29
2022-09-30,Hong Kong and China Gas Co Ltd,HK0003000038,3.29
2022-09-30,Hansoh Pharmaceutical Group Company Ltd,KYG549581067,3.29
2022-09-30,Power Assets Holdings Ltd,HK0006000050,3.29
2022-09-30,Budweiser Brewing Company APAC Ltd,KYG1674K1013,3.29
2022-09-30,Henderson Land Development Co Ltd,HK0012000102,3.29
2022-09-30,Sunny Optical Technology Group Co Ltd,KYG8586D1097,3.29
2022-09-30,WuXi Biologics (Cayman) Inc,KYG970081173,3.29
2022-09-30,Alibaba Health Information Technology Ltd,BMG0171K1018,3.29
2022-09-30,Link Real Estate Investment Trust,HK0823032773,3.29
2022-09-30,Shenzhou International Group Holdings Ltd,KYG8087W1015,3.29
2022-09-30,Haidilao International Holding Ltd,KYG4290A1013,3.29
2022-09-30,China Resources Beer Holdings Co Ltd,HK0291001490,3.29
2022-09-30,Chow Tai Fook Jewellery Group Ltd,KYG211461085,3.29
2022-09-30,WH Group Ltd,KYG960071028,3.29
2022-09-30,Longfor Group Holdings Ltd,KYG5635P1090,3.29
2022-09-30,Orient Overseas (International) Ltd,BMG677491539,3.29
2022-09-30,China Mengniu Dairy Co Ltd,KYG210961051,3.29
2022-09-30,Sino Biopharmaceutical Ltd,KYG8167W1380,3.29
2022-09-30,Wharf Real Estate Investment Company Ltd,KYG9593A1040,3.29
2022-09-30,ENN Energy Holdings Ltd,KYG3066L1014,3.29
2022-09-30,CSPC Pharmaceutical Group Ltd,HK1093012172,3.29
2022-09-30,Li Ning Co Ltd,KYG5496K1242,3.29
2022-09-30,Xinyi Glass Holdings Ltd,KYG9828G1082,3.29
2022-09-30,Hang Lung Properties Ltd,HK0101000591,3.29
2022-09-30,Xinyi Solar Holdings Ltd,KYG9829N1025,3.29
2022-09-30,Zhongsheng Group Holdings Ltd,KYG9894K1085,3.29
2022-09-30,Hengan International Group Company Ltd,KYG4402L1510,3.29
2022-09-30,New World Dev,HK0000608585,3.29
2022-09-30,Country Garde,KYG2453A1085,3.29
2022-09-30,CountryGarden,KYG245241032,3.29
2022-10-31,Tencent Holdings Ltd,KYG875721634,4.16
2022-10-31,Industrial and Commercial Bank of China Ltd,CNE1000003G1,4.16
2022-10-31,Alibaba Group Holding Ltd,KYG017191142,4.16
2022-10-31,China Mobile Ltd,HK0941009539,4.16
2022-10-31,Bank of China Ltd,CNE1000001Z5,4.16
2022-10-31,China Construction Bank Corp,CNE1000002H1,4.16
2022-10-31,HSBC Holdings PLC,GB0005405286,4.16
2022-10-31,PetroChina Co Ltd,CNE1000003W8,4.16
2022-10-31,Xiaomi Corp,KYG9830T1067,4.16
